RepRapFirmware height map file v2 generated at 2021-08-01 20:39, min error -0.125, max error 0.194, mean 0.015, deviation 0.087
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,285.00,20.00,290.00,-1.00,44.16,45.00,7,7
 -0.019, -0.019, -0.069, -0.113, -0.113, -0.119, -0.125
 -0.013,  0.025, -0.019, -0.094, -0.094, -0.119, -0.113
  0.000,  0.019,  0.000, -0.081, -0.087, -0.056,  0.000
  0.012,  0.031, -0.006, -0.081, -0.056, -0.031,  0.050
  0.031,  0.069,  0.044,  0.006,  0.025,  0.062,  0.137
  0.062,  0.112,  0.119,  0.087,  0.112,  0.125,  0.194
  0.044,  0.119,  0.119,  0.119,  0.119,  0.137,  0.169
